id,name,nbItems,classification
fanon_de_baleine_brut_de_pêche_française~product_simplification,fanon de baleine brut de pêche française,,orthographic
fard_rouge~product_simplification,fard rouge,,simplification
fard_rouge~product_simplification,fard rouge,,orthographic
farine_et_biscuit_de_mer_et_pâte~product_simplification,farine et biscuit de mer et pâte,,simplification
farine_et_biscuit_de_mer_et_pâte~product_simplification,farine biscuit de mer et pâte,,orthographic
farine_d'avoine~product_simplification,farine d'avoine,,simplification
farine_d'avoine~product_simplification,farine d'avoine,,orthographic
farine_de_grains_blé~product_simplification,farine de grains blé,,simplification
farine_de_grains_blé~product_simplification,farine de blé,,orthographic
farine_de_grains_blé_d'Inde~product_simplification,farine de grains blé d'Inde,,simplification
farine_de_grains_blé_d'Inde~product_simplification,farine de blé d'Inde,,orthographic
farine_de_grains_blé_et_froment~product_simplification,farine de grains blé et froment,,simplification
farine_de_grains_blé_et_froment~product_simplification,farine de blé farine de froment,,orthographic
farine_de_grains_blé_froment_et_méteil~product_simplification,farine de grains blé froment et méteil,,simplification
farine_de_grains_blé_froment_et_méteil~product_simplification,farine de blé froment et méteil,,orthographic
farine_de_bouquette~product_simplification,farine de bouquette,,simplification
farine_de_bouquette~product_simplification,farine de bouquette,,orthographic
farine_de_fleurs~product_simplification,farine de fleurs,,simplification
farine_de_fleurs~product_simplification,farine de fleurs,,orthographic
farine_de_froment_fleur~product_simplification,farine de froment fleur,,simplification
farine_de_froment_fleur~product_simplification,farine de froment de fleurs,,orthographic
farine_de_manioc~product_simplification,farine de manioc,,simplification
farine_de_manioc~product_simplification,farine de manioc,,orthographic
farine_de_pois_sec_et_fève~product_simplification,farine de pois sec et fève,,simplification
farine_de_pois_sec_et_fève~product_simplification,farine de pois sec et fève,,orthographic
farine_de_seigle~product_simplification,farine de seigle,,simplification
farine_de_seigle~product_simplification,farine de seigle,,orthographic
farine_de_maïs_menus_grains_et_seigle~product_simplification,farine de maïs menus grains et seigle,,simplification
farine_de_maïs_menus_grains_et_seigle~product_simplification,farine de seigle maïs et autres menus grains,,orthographic
farine_de_terre_à_sucre_?~product_simplification,farine de terre à sucre ?,,simplification
farine_de_terre_à_sucre_?~product_simplification,farine de terre à sucre ?,,orthographic
farine_d'orge~product_simplification,farine d'orge,,simplification
farine_d'orge~product_simplification,farine d'orge,,orthographic
farine_d'orge_et_gruau~product_simplification,farine d'orge et gruau,,simplification
farine_d'orge_et_gruau~product_simplification,farine d'orge et gruau,,orthographic
farine_en_déchet~product_simplification,farine en déchet,,simplification
farine_en_déchet~product_simplification,farine en déchet,,orthographic
farine_en_douelles~product_simplification,farine en douelles,,simplification
farine_en_douelles~product_simplification,farine en douelles,,orthographic
farine_en_fleurs~product_simplification,farine en fleurs,,simplification
farine_en_fleurs~product_simplification,farine en fleurs,,orthographic
farine_et_biscuit~product_simplification,farine et biscuit,,simplification
farine_et_biscuit~product_simplification,farine et biscuit,,orthographic
farine_fleurs_de_froment~product_simplification,farine fleurs de froment,,simplification
farine_fleurs_de_froment~product_simplification,farine fleurs de froment,,orthographic
farine_et_biscuit_et_gruau~product_simplification,farine et biscuit et gruau,,simplification
farine_et_biscuit_et_gruau~product_simplification,farine gruau et biscuit,,orthographic
farine_ordinaire~product_simplification,farine ordinaire,,simplification
farine_ordinaire~product_simplification,farine ordinaire,,orthographic
farine_et_gruau_et_pâte~product_simplification,farine et gruau et pâte,,simplification
farine_et_gruau_et_pâte~product_simplification,farine pâte et gruau,,orthographic
farine_et_pâte_et_vermicelle~product_simplification,farine et pâte et vermicelle,,simplification
farine_et_pâte_et_vermicelle~product_simplification,farine pâte et vermicelle,,orthographic
biscuit_et_farine_et_gruau_et_pâte~product_simplification,biscuit et farine et gruau et pâte,,simplification
biscuit_et_farine_et_gruau_et_pâte~product_simplification,farine pâte gruau et biscuit,,orthographic
farme_???~product_simplification,farme ???,,simplification
farme_???~product_simplification,farme ???,,orthographic
fascines_de_bois~product_simplification,fascines de bois,,simplification
fascines_de_bois~product_simplification,fascines de bois,,orthographic
fasoche~product_simplification,fasoche,,simplification
fasoche~product_simplification,fasoche,,orthographic
fascines_d'orme~product_simplification,fascines d'orme,,simplification
fascines_d'orme~product_simplification,fassines d'orme,,orthographic
faucilles_et_autres_instruments_aratoires~product_simplification,faucilles et autres instruments aratoires,,simplification
faucilles_et_autres_instruments_aratoires~product_simplification,faucilles et tous autres instruments aratoires,,orthographic
faude_de_cuir~product_simplification,faude de cuir,,simplification
faude_de_cuir~product_simplification,faude de cuirs,,orthographic
fauquets~product_simplification,fauquets,,simplification
fauquets~product_simplification,fauquets,,orthographic
fauquières~product_simplification,fauquières,,simplification
fauquières~product_simplification,fauquières,,orthographic
fautas~product_simplification,fautas,,simplification
fautas~product_simplification,fautas,,orthographic
faute~product_simplification,faute,,simplification
faute~product_simplification,faute,,orthographic
fauteuils_de_bois~product_simplification,fauteuils de bois,,simplification
fauteuils_de_bois~product_simplification,fauteuils de bois,,orthographic
fauteuils_de_canne~product_simplification,fauteuils de canne,,simplification
fauteuils_de_canne~product_simplification,fauteuils de canne,,orthographic
fauteuils_de_cuir_de_Russie~product_simplification,fauteuils de cuir de Russie,,simplification
fauteuils_de_cuir_de_Russie~product_simplification,fauteuils de cuir de Russie,,orthographic
fauteuils_de_jonc~product_simplification,fauteuils de jonc,,simplification
fauteuils_de_jonc~product_simplification,fauteuils de jonc,,orthographic
fauteuils_de_tapisserie~product_simplification,fauteuils de tapisserie,,simplification
fauteuils_de_tapisserie~product_simplification,fauteuils de tapisserie,,orthographic
fauteuils_de_tapisserie_petit_point~product_simplification,fauteuils de tapisserie petit point,,simplification
fauteuils_de_tapisserie_petit_point~product_simplification,fauteuils de tapisserie petit point,,orthographic
fauteuils_et_chaises_de_canne~product_simplification,fauteuils et chaises de canne,,simplification
fauteuils_et_chaises_de_canne~product_simplification,fauteuils et chaises de canne,,orthographic
fourreaux_depissetés_faux~product_simplification,fourreaux depissetés faux,,simplification
fourreaux_depissetés_faux~product_simplification,faux fourreaux depisseté,,orthographic
favelottes~product_simplification,favelottes,,simplification
favelottes~product_simplification,favelottes,,orthographic
favelottes_en_gerbe~product_simplification,favelottes en gerbe,,simplification
favelottes_en_gerbe~product_simplification,favelottes en jarbes,,orthographic
fébrifuge~product_simplification,fébrifuge,,simplification
fébrifuge~product_simplification,fébrifuge,,orthographic
feuillard~product_simplification,feuillard,,simplification
feuillard~product_simplification,feillard,,orthographic
fenêtre_de_noyer~product_simplification,fenêtre de noyer,,simplification
fenêtre_de_noyer~product_simplification,fenêtres de bois de noyer,,orthographic
fenouil_de_Florence~product_simplification,fenouil de Florence,,simplification
fenouil_de_Florence~product_simplification,fenouil de Florence,,orthographic
???_fer~product_simplification,??? fer,,simplification
???_fer~product_simplification,??? fer,,orthographic
fer_à_cardes~product_simplification,fer à cardes,,simplification
fer_à_cardes~product_simplification,fer à cardes,,orthographic
fer_à_faire_feu~product_simplification,fer à faire feu,,simplification
fer_à_faire_feu~product_simplification,fer à faire feu,,orthographic
fer_à_friser~product_simplification,fer à friser,,simplification
fer_à_friser~product_simplification,fer à friser,,orthographic
fer_à_lames~product_simplification,fer à lames,,simplification
fer_à_lames~product_simplification,fer à lames,,orthographic
fer_à_moulins~product_simplification,fer à moulins,,simplification
fer_à_moulins~product_simplification,fer à moulins,,orthographic
fer_à_mulets~product_simplification,fer à mulets,,simplification
fer_à_mulets~product_simplification,fer à mulets,,orthographic
fer_à_repasser~product_simplification,fer à repasser,,simplification
fer_à_repasser~product_simplification,fer à repasser,,orthographic
arrosoirs_de_fer~product_simplification,arrosoirs de fer,,simplification
arrosoirs_de_fer~product_simplification,fer arrosoirs,,orthographic
fer_battu~product_simplification,fer battu,,simplification
fer_battu~product_simplification,fer battu,,orthographic
poêles_à_frire_de_fer_battu~product_simplification,poêles à frire de fer battu,,simplification
poêles_à_frire_de_fer_battu~product_simplification,fer battu en poêles à frire,,orthographic
fer_battu_et_fondu~product_simplification,fer battu et fondu,,simplification
fer_battu_et_fondu~product_simplification,fer battu et fondu,,orthographic
barils_doubles_de_fer-blanc~product_simplification,barils doubles de fer-blanc,,simplification
barils_doubles_de_fer-blanc~product_simplification,fer-blanc barils doubles,,orthographic
barils_de_fer-blanc_simples~product_simplification,barils de fer-blanc simples,,simplification
barils_de_fer-blanc_simples~product_simplification,fer-blanc barils simples,,orthographic
fer-blanc_brut~product_simplification,fer-blanc brut,,simplification
fer-blanc_brut~product_simplification,fer-blanc brut,,orthographic
Fer-blanc_de_600_feuilles~product_simplification,Fer-blanc de 600 feuilles,,simplification
Fer-blanc_de_600_feuilles~product_simplification,fer-blanc de 600 feuilles,,orthographic
fer-blanc_double~product_simplification,fer-blanc double,,simplification
