name_orthographic,lowercase_name
chaudière et marmites de ???,chaudière et marmites de ???
chaudière à brai,chaudière à brai
chaudron de cuivre pour l'entrepôt de la Compagnie de Guinée,chaudron de cuivre pour l'entrepôt de la compagnie de guinée
chaudron en cuivre,chaudron en cuivre
chaudron bassin de cuivre,chaudron bassin de cuivre
chaudron de potin,chaudron de potin
chauffe-pieds garnis,chauffe-pieds garnis
chaufferettes,chaufferettes
chauffeur,chauffeur
chaufferettes de bois,chaufferettes de bois
chausse-pieds avec leurs terrasses,chausse-pieds avec leurs terrasses
chausseterie,chausseterie
chaussettes de fil par paires,chaussettes de fil par paires
chaussons,chaussons
chaussons de carisé et drap à laver maisons,chaussons de carisé et drap à laver maisons
chaussons de laine de Ségovie,chaussons de laine de ségovie
chaussures pour tisserand,chaussures pour tisserand
chaux,chaux
chaux calcinée ou cuite,chaux calcinée ou cuite
chaux en pierre ou éteinte,chaux en pierre ou éteinte
chaux et cendre,chaux et cendre
chaux et cendre de chaux mêlées,chaux et cendre de chaux mêlées
chaux fondue,chaux fondue
chaux plâtre et ciment,chaux plâtre et ciment
chaux pour bâtir,chaux pour bâtir
cheminée de pierre de lierre,cheminée de pierre de lierre
cheminée statues etc.,cheminée statues etc.
chemises de lin garnies de batiste,chemises de lin garnies de batiste
chemises à fumer,chemises à fumer
chemises assorties,chemises assorties
chemises blanches ouvrées,chemises blanches ouvrées
chemises bretonnes garnies,chemises bretonnes garnies
chemises bretonnes unies,chemises bretonnes unies
chemises casaques et capotes,chemises casaques et capotes
chemises communes non garnies,chemises communes non garnies
chemises de Bretagne,chemises de bretagne
chemises de coton,chemises de coton
chemises de nègre,chemises de nègre
chemises de Riello de chanvre,chemises de riello de chanvre
chemises de siamoise,chemises de siamoise
chemises de soldat,chemises de soldat
chemises de toile batiste,chemises de toile batiste
chemises de toile bleue,chemises de toile bleue
chemises de toile communes,chemises de toile communes
chemises de toile de Bretagne rayée,chemises de toile de bretagne rayée
chemises de toile de Laval garnies,chemises de toile de laval garnies
chemises de toile de Morlaix,chemises de toile de morlaix
chemises de toile de Saint-Jean,chemises de toile de saint-jean
chemises de toile garnies,chemises de toile garnies
chemises diverses garnies,chemises diverses garnies
chemises en grosse toile pour nègre,chemises en grosse toile pour nègre
chemises de toile de Bretagne diverses,chemises de toile de bretagne diverses
chemises fil en coton,chemises fil en coton
chemises garnies de paille,chemises garnies de paille
chemises garnies en mousseline,chemises garnies en mousseline
chemises garnies pour femme,chemises garnies pour femme
chemises garnies pour homme,chemises garnies pour homme
chemises guingans,chemises guingans
chemises grosses,chemises grosses
chemises moins communes,chemises moins communes
chemises neuves,chemises neuves
chemises neutres,chemises neutres
chemises non garnies,chemises non garnies
chemises ordinaires,chemises ordinaires
chemises pour homme communes,chemises pour homme communes
chemises pour soldat,chemises pour soldat
chemises royales,chemises royales
chemises toile guingans,chemises toile guingans
chemises unies communes,chemises unies communes
chemisier,chemisier
chemisons garnies,chemisons garnies
chenille,chenille
chenille au quart,chenille au quart
chenille de flavret,chenille de flavret
chevrons de merisier,chevrons de merisier
chevrons de chêne de 9 pieds,chevrons de chêne de 9 pieds
chevrons de sapin de 25 pieds,chevrons de sapin de 25 pieds
chevrons de sapin de 26 pieds,chevrons de sapin de 26 pieds
chevrons de sapin de 29 pieds,chevrons de sapin de 29 pieds
chevrons de sapin de 6 à 7 pieds de long,chevrons de sapin de 6 à 7 pieds de long
chevaux à haut prix,chevaux à haut prix
cheval de bois joujou d'enfant,cheval de bois joujou d'enfant
chevaux petits,chevaux petits
chevaux anglais,chevaux anglais
chevaux chevaux,chevaux chevaux
chevaux de trois ans,chevaux de trois ans
chevaux de Barbarie,chevaux de barbarie
chevaux de bas prix,chevaux de bas prix
chevaux de haut prix,chevaux de haut prix
chevaux de labour,chevaux de labour
chevaux de selle,chevaux de selle
chevaux d'un an,chevaux d'un an
chevaux entiers,chevaux entiers
chevaux et ânes,chevaux et ânes
chevaux et mulets,chevaux et mulets
chevaux et mulets chevaux,chevaux et mulets chevaux
chevaux et mulets mules,chevaux et mulets mules
chevaux et mulets mulets,chevaux et mulets mulets
chevaux et mulets poulains,chevaux et mulets poulains
chevaux et poulains,chevaux et poulains
chevaux juments et poulains,chevaux juments et poulains
chevaux poulains de lait,chevaux poulains de lait
chevaux vieux,chevaux vieux
chevaux d'Espagne,chevaux d'espagne
chevaux pour enfant,chevaux pour enfant
cheveux à faire perruques,cheveux à faire perruques
cheveux apprêtés,cheveux apprêtés
cheveux et laine en perruques,cheveux et laine en perruques
chevillières à tresser,chevillières à tresser
cheville,cheville
chevilles de bois,chevilles de bois
cheville de chaîne,cheville de chaîne
cheville de chêne,cheville de chêne
chevillières,chevillières
chevillières de fil,chevillières de fil
chevreaux,chevreaux
chevreaux à moyen prix,chevreaux à moyen prix
chèvres passées,chèvres passées
chèvres et boucs,chèvres et boucs
chevreuil,chevreuil
chevrons de 9 pieds,chevrons de 9 pieds
chevrons de 10 pieds,chevrons de 10 pieds
chevrons de 12 pieds,chevrons de 12 pieds
chevrons de 16 pieds,chevrons de 16 pieds
chevrons de 25 pieds,chevrons de 25 pieds
chevrons de 26 pieds,chevrons de 26 pieds
chevrons de 45 à 50 pieds,chevrons de 45 à 50 pieds
chevrons de 8 pieds,chevrons de 8 pieds
chevrons de bois d'acajou de 8 pieds,chevrons de bois d'acajou de 8 pieds
chevrons de bois de noyer de 12 pieds de long,chevrons de bois de noyer de 12 pieds de long
chevrons de cèdre,chevrons de cèdre
chevrons de chêne de 5 à 6 pieds,chevrons de chêne de 5 à 6 pieds
chevrons de chêne de 7 pieds,chevrons de chêne de 7 pieds
chevrons de chêne de 10 pieds,chevrons de chêne de 10 pieds
chevrons de chêne de 12 pieds,chevrons de chêne de 12 pieds
chevrons de chêne de 15 pieds,chevrons de chêne de 15 pieds
chevrons de chêne de 16 pieds,chevrons de chêne de 16 pieds
chevrons de chêne de 22 pieds,chevrons de chêne de 22 pieds
chevrons de chêne de 6 pieds,chevrons de chêne de 6 pieds
chevrons de chêne de 8 pieds,chevrons de chêne de 8 pieds
chevrons de chêne de 11 pieds,chevrons de chêne de 11 pieds
chevrons de chêne de 12 à 18 pieds,chevrons de chêne de 12 à 18 pieds
chevrons de planches,chevrons de planches
chevrons de sapin 12 pieds,chevrons de sapin 12 pieds
chevrons de sapin 24 pieds,chevrons de sapin 24 pieds
chevrons de sapin de 30 pieds,chevrons de sapin de 30 pieds
chevrons de sapin de 9 pieds,chevrons de sapin de 9 pieds
chevrons de sapin de 14 à 15 pieds,chevrons de sapin de 14 à 15 pieds
chevrons de sapin de 15 à 20 pieds,chevrons de sapin de 15 à 20 pieds
chevrons de sapin de 22 pieds,chevrons de sapin de 22 pieds
chevrons de sapin de 28 pieds,chevrons de sapin de 28 pieds
chevrons de sapin de 3 à 4 pieds,chevrons de sapin de 3 à 4 pieds
chevrons de sapin de 6 à 9 pieds,chevrons de sapin de 6 à 9 pieds
chevrons de sapin de 7 à 8 pieds,chevrons de sapin de 7 à 8 pieds
chevrons de sapin de 7 pieds,chevrons de sapin de 7 pieds
chevrons de sapin de 9 à 10 pieds,chevrons de sapin de 9 à 10 pieds
chialar,chialar
chicorée moulue,chicorée moulue
chicorée moulue ou faux café,chicorée moulue ou faux café
chicorée moulue ou faux café sans mélange,chicorée moulue ou faux café sans mélange
chicorée (racine de) sèche on torréfiée,chicorée (racine de) sèche on torréfiée
chiendent,chiendent
chiens courants de chasse,chiens courants de chasse
chiens de chasse,chiens de chasse
chiffons,chiffons
chillas palma,chillas palma
chima calin,chima calin
chine,chine
chiquette des prises,chiquette des prises
chirederis,chirederis
chise de fourneaux,chise de fourneaux
chitte patenas,chitte patenas
chitte anglaise,chitte anglaise
chitte Keabadis,chitte keabadis
chitte d'Amedabad,chitte d'amedabad
chitte en tapis,chitte en tapis
chitte étoffe,chitte étoffe
chitte étoffe des Indes,chitte étoffe des indes
chitte rouge,chitte rouge
chivelles,chivelles
chocolat en pâte,chocolat en pâte
chocolat et cacao simplement broyé,chocolat et cacao simplement broyé
chocolat et sorbet,chocolat et sorbet
cholas,cholas
chourales,chourales
choux,choux
choux cabus,choux cabus
choux de fer,choux de fer
choux marinés,choux marinés
choux salés,choux salés
christ d'ivoire monté sur velours,christ d'ivoire monté sur velours
chromate de plomb,chromate de plomb
chromate de potasse,chromate de potasse
chromate de plomb (jaune de chrome),chromate de plomb (jaune de chrome)
cidre et bière,cidre et bière
cidre jaune,cidre jaune
cidre poiré et verjus,cidre poiré et verjus
cierges,cierges
cierges bougie,cierges bougie
cierges et flambeaux,cierges et flambeaux
cigares,cigares
cygnes en vie,cygnes en vie
cigognes à mulet,cigognes à mulet
cikous,cikous
cime,cime
ciment ou tiras,ciment ou tiras
cinabre en pierres,cinabre en pierres
cinabre en roche,cinabre en roche
cinabre fin,cinabre fin
cinabre naturel,cinabre naturel
ciradille,ciradille
cirage pour chaussures,cirage pour chaussures
circks,circks
cire ???,cire ???
cire alizari,cire alizari
cire blanche en feuilles,cire blanche en feuilles
cire blanche en flambeaux,cire blanche en flambeaux
cire blanche en grains,cire blanche en grains
cire blanche en pain,cire blanche en pain
cire blanche non ouvrée,cire blanche non ouvrée
cire blanches en graine,cire blanches en graine
cire brune ???,cire brune ???
cire brune non clarifiée,cire brune non clarifiée
cire brune non clarifiée du Sénégal,cire brune non clarifiée du sénégal
cire brute,cire brute
cire cierges,cire cierges
cire crasse,cire crasse
cire crasse (de),cire crasse (de)
cire de bougie blanche,cire de bougie blanche
cire de bougie jaune,cire de bougie jaune
cire d'Espagne à cacheter,cire d'espagne à cacheter
cire en bougie blanche,cire en bougie blanche
cire en bougie en cierges,cire en bougie en cierges
cire en bougie etc.,cire en bougie etc.
cire en bougie et cierges,cire en bougie et cierges
cire en bougie jaune,cire en bougie jaune
cire en figures,cire en figures
cire en flambeaux,cire en flambeaux
cire en grabeau,cire en grabeau
cire en graisse,cire en graisse
cire et chandelle de cire,cire et chandelle de cire
cire jaune brute,cire jaune brute
cire jaune du Levant,cire jaune du levant
cire jaune en bougie,cire jaune en bougie
cire jaune en bougie et chandelle,cire jaune en bougie et chandelle
cire jaune en cierges et flambeaux,cire jaune en cierges et flambeaux
cire jaune en pain,cire jaune en pain
cire jaune non ouvrée,cire jaune non ouvrée
cire jaune ouvrée,cire jaune ouvrée
cire moitié suif et moitié cire,cire moitié suif et moitié cire
cire non ouvrée brune ou jaune,cire non ouvrée brune ou jaune
cire non ouvrée crasse de cire,cire non ouvrée crasse de cire
cire non ouvrée jaune,cire non ouvrée jaune
cire non ouvrée jaune des entrepôts,cire non ouvrée jaune des entrepôts
cire ouvrée,cire ouvrée
cire ouvrée blanche,cire ouvrée blanche
cire ouvrée jaune,cire ouvrée jaune
cire rouge en flambeaux,cire rouge en flambeaux
cire blanche et jaune non ouvrée,cire blanche et jaune non ouvrée
cire grasse,cire grasse
ciseaux à élaguer,ciseaux à élaguer
citrate de chaux,citrate de chaux
citronniers,citronniers
citrons avariés,citrons avariés
citrons en saumure,citrons en saumure
citrons étrangers,citrons étrangers
citrons frais,citrons frais
citrons limons,citrons limons
citrons oranges,citrons oranges
citrons oranges et leurs variétés,citrons oranges et leurs variétés
citrouilles,citrouilles
cuirs de cheval tanné,cuirs de cheval tanné
clairons,clairons
clairons etc.,clairons etc.
clafou,clafou
clafou en blocs,clafou en blocs
clappes ou douves à barils,clappes ou douves à barils
clappes ou douves à barils de sapin,clappes ou douves à barils de sapin
clarges des prises,clarges des prises
clarifiant,clarifiant
clavecin vieux,clavecin vieux
clayes à parquer,clayes à parquer
clefs à vin,clefs à vin
